城市,区,地铁站点数,人均可支配收入（元）,聚类种类
牡丹江市,阳明区,0,,类别4
牡丹江市,爱民区,0,,类别4
牡丹江市,西安区,0,,类别4
牡丹江市,林口县,0,,类别4
牡丹江市,绥芬河市,0,,类别4
牡丹江市,海林市,0,,类别4
牡丹江市,宁安市,0,,类别4
牡丹江市,穆棱市,0,,类别4
牡丹江市,东宁市,0,,类别4
黑河市,爱辉区,0,,类别4
黑河市,逊克县,0,,类别4
黑河市,孙吴县,0,,类别4
黑河市,北安市,0,,类别4
黑河市,五大连池市,0,,类别4
黑河市,嫩江市,0,,类别4
绥化市,北林区,0,,类别4
绥化市,望奎县,0,,类别4
绥化市,兰西县,0,,类别4
绥化市,青冈县,0,,类别4
绥化市,庆安县,0,,类别4
绥化市,明水县,0,,类别4
绥化市,绥棱县,0,,类别4
绥化市,安达市,0,,类别4
绥化市,肇东市,0,,类别4
绥化市,海伦市,0,,类别4
大兴安岭地区,漠河市,0,,类别4
大兴安岭地区,呼玛县,0,,类别4
大兴安岭地区,塔河县,0,,类别4
大兴安岭地区,加格达奇区,0,,类别4
大兴安岭地区,松岭区,0,,类别4
大兴安岭地区,新林区,0,,类别4
大兴安岭地区,呼中区,0,,类别4
市辖区,黄浦区,0,,类别4
市辖区,徐汇区,0,,类别3
市辖区,长宁区,0,,类别4
市辖区,静安区,0,,类别4
市辖区,普陀区,0,,类别4
市辖区,虹口区,0,,类别3
市辖区,杨浦区,0,,类别3
市辖区,闵行区,0,,类别1
市辖区,宝山区,0,,类别1
市辖区,嘉定区,0,,类别1
市辖区,浦东新区,0,,类别1
市辖区,金山区,0,,类别1
市辖区,松江区,0,,类别1
市辖区,青浦区,0,,类别4
市辖区,奉贤区,0,,类别1
市辖区,崇明区,0,,类别1
南京市,玄武区,22,66173.0,类别4
南京市,秦淮区,22,66173.0,类别4
南京市,建邺区,34,66173.0,类别3
南京市,鼓楼区,29,66173.0,类别3
南京市,浦口区,25,66173.0,类别3
南京市,栖霞区,27,66173.0,类别3
南京市,雨花台区,19,66173.0,类别1
南京市,江宁区,47,66173.0,类别1
南京市,六合区,13,66173.0,类别1
南京市,溧水区,10,66173.0,类别1
南京市,高淳区,2,66173.0,类别4
无锡市,锡山区,8,,类别4
无锡市,惠山区,10,,类别4
无锡市,滨湖区,28,,类别4
无锡市,梁溪区,30,,类别4
无锡市,新吴区,12,,类别4
无锡市,江阴市,9,,类别4
无锡市,宜兴市,0,,类别4
徐州市,鼓楼区,18,,类别4
徐州市,云龙区,15,,类别4
徐州市,贾汪区,3,,类别4
徐州市,泉山区,15,,类别4
徐州市,铜山区,9,,类别4
徐州市,丰县,0,,类别4
徐州市,沛县,0,,类别4
徐州市,睢宁县,0,,类别4
徐州市,徐州经济技术开发区,0,,类别4
徐州市,新沂市,0,,类别4
徐州市,邳州市,0,,类别4
常州市,天宁区,12,,类别4
常州市,钟楼区,6,,类别4
常州市,新北区,12,,类别4
常州市,武进区,14,,类别4
常州市,金坛区,0,,类别4
常州市,溧阳市,0,,类别4
苏州市,虎丘区,59,78251.0,类别3
苏州市,吴中区,97,78251.0,类别1
苏州市,相城区,29,78251.0,类别1
苏州市,姑苏区,51,78251.0,类别1
苏州市,吴江区,13,78251.0,类别4
苏州市,苏州工业园区,0,78251.0,类别1
苏州市,常熟市,0,78251.0,类别1
苏州市,张家港市,0,78251.0,类别4
苏州市,昆山市,26,78251.0,类别1
苏州市,太仓市,0,78251.0,类别4
南通市,通州区,0,,类别4
南通市,崇川区,0,,类别4
南通市,海门区,0,,类别4
南通市,如东县,0,,类别4
南通市,南通经济技术开发区,0,,类别4
南通市,启东市,0,,类别4
南通市,如皋市,0,,类别4
南通市,海安市,0,,类别4
连云港市,连云区,0,,类别4
连云港市,海州区,0,,类别4
连云港市,赣榆区,0,,类别4
连云港市,东海县,0,,类别4
连云港市,灌云县,0,,类别4
连云港市,灌南县,0,,类别4
连云港市,连云港经济技术开发区,0,,类别4
淮安市,淮安区,0,,类别4
淮安市,淮阴区,0,,类别4
淮安市,清江浦区,0,,类别4
淮安市,洪泽区,0,,类别4
淮安市,涟水县,0,,类别4
淮安市,盱眙县,0,,类别4
淮安市,金湖县,0,,类别4
淮安市,淮安经济技术开发区,0,,类别4
盐城市,亭湖区,0,,类别4
盐城市,盐都区,0,,类别4
盐城市,大丰区,0,,类别4
盐城市,响水县,0,,类别4
盐城市,滨海县,0,,类别4
盐城市,阜宁县,0,,类别4
盐城市,射阳县,0,,类别4
盐城市,建湖县,0,,类别4
盐城市,盐城经济技术开发区,0,,类别4
盐城市,东台市,0,,类别4
扬州市,广陵区,0,,类别4
扬州市,邗江区,0,,类别4
扬州市,江都区,0,,类别4
扬州市,宝应县,0,,类别4
扬州市,扬州经济技术开发区,0,,类别4
扬州市,仪征市,0,,类别4
扬州市,高邮市,0,,类别4
镇江市,京口区,0,,类别4
镇江市,润州区,0,,类别4
镇江市,丹徒区,0,,类别4
镇江市,镇江新区,0,,类别4
镇江市,丹阳市,0,,类别4
镇江市,扬中市,0,,类别4
镇江市,句容市,0,,类别4
泰州市,海陵区,0,,类别4
泰州市,高港区,0,,类别4
泰州市,姜堰区,0,,类别4
泰州市,兴化市,0,,类别4
泰州市,靖江市,0,,类别4
泰州市,泰兴市,0,,类别4
宿迁市,宿城区,0,,类别4
宿迁市,宿豫区,0,,类别4
宿迁市,沭阳县,0,,类别4
宿迁市,泗阳县,0,,类别4
宿迁市,泗洪县,0,,类别4
宿迁市,宿迁经济技术开发区,0,,类别4
杭州市,上城区,84,78251.0,类别3
杭州市,拱墅区,61,78251.0,类别3
杭州市,西湖区,50,78251.0,类别3
杭州市,滨江区,37,78251.0,类别1
杭州市,萧山区,54,78251.0,类别3
杭州市,余杭区,40,78251.0,类别3
杭州市,富阳区,9,78251.0,类别4
杭州市,临安区,6,78251.0,类别1
杭州市,临平区,20,78251.0,类别1
杭州市,钱塘区,22,78251.0,类别1
杭州市,桐庐县,0,78251.0,类别4
杭州市,淳安县,0,78251.0,类别4
杭州市,建德市,0,78251.0,类别1
宁波市,海曙区,40,78251.0,类别1
宁波市,江北区,34,78251.0,类别4
宁波市,北仑区,7,78251.0,类别1
宁波市,镇海区,16,78251.0,类别4
宁波市,鄞州区,75,78251.0,类别3
宁波市,奉化区,5,78251.0,类别4
宁波市,象山县,0,78251.0,类别1
宁波市,宁海县,0,78251.0,类别1
宁波市,余姚市,0,78251.0,类别1
宁波市,慈溪市,0,78251.0,类别1
温州市,鹿城区,2,,类别4
温州市,龙湾区,11,,类别4
温州市,瓯海区,6,,类别4
温州市,洞头区,5,,类别4
温州市,永嘉县,0,,类别4
温州市,平阳县,0,,类别4
温州市,苍南县,0,,类别4
温州市,文成县,0,,类别4
温州市,泰顺县,0,,类别4
温州市,瑞安市,7,,类别4
温州市,乐清市,7,,类别4
温州市,龙港市,0,,类别4
嘉兴市,南湖区,0,,类别4
嘉兴市,秀洲区,0,,类别4
嘉兴市,嘉善县,0,,类别4
嘉兴市,海盐县,0,,类别4
嘉兴市,海宁市,0,,类别4
嘉兴市,平湖市,0,,类别4
嘉兴市,桐乡市,0,,类别4
湖州市,吴兴区,0,,类别4
湖州市,南浔区,0,,类别4
湖州市,德清县,0,,类别4
湖州市,长兴县,0,,类别4
湖州市,安吉县,0,,类别4
绍兴市,越城区,0,,类别4
绍兴市,柯桥区,0,,类别4
绍兴市,上虞区,0,,类别4
绍兴市,新昌县,0,,类别4
绍兴市,诸暨市,0,,类别4
绍兴市,嵊州市,0,,类别4
金华市,婺城区,0,,类别4
金华市,金东区,0,,类别4
金华市,武义县,0,,类别4
金华市,浦江县,0,,类别4
金华市,磐安县,0,,类别4
金华市,兰溪市,0,,类别4
金华市,义乌市,0,,类别4
金华市,东阳市,0,,类别4
金华市,永康市,0,,类别4
衢州市,柯城区,0,,类别4
衢州市,衢江区,0,,类别4
衢州市,常山县,0,,类别4
衢州市,开化县,0,,类别4
衢州市,龙游县,0,,类别4
衢州市,江山市,0,,类别4
舟山市,定海区,0,,类别4
舟山市,普陀区,0,,类别4
舟山市,岱山县,0,,类别4
舟山市,嵊泗县,0,,类别4
台州市,椒江区,0,,类别4
台州市,黄岩区,0,,类别4
台州市,路桥区,0,,类别4
台州市,三门县,0,,类别4
台州市,天台县,0,,类别4
台州市,仙居县,0,,类别4
台州市,温岭市,0,,类别4
台州市,临海市,0,,类别4
台州市,玉环市,0,,类别4
丽水市,莲都区,0,,类别4
丽水市,青田县,0,,类别4
丽水市,缙云县,0,,类别4
丽水市,遂昌县,0,,类别4
丽水市,松阳县,0,,类别4
丽水市,云和县,0,,类别4
丽水市,庆元县,0,,类别4
丽水市,景宁畲族自治县,0,,类别4
丽水市,龙泉市,0,,类别4
合肥市,瑶海区,47,49539.0,类别1
合肥市,庐阳区,20,49539.0,类别4
合肥市,蜀山区,43,49539.0,类别1
合肥市,包河区,65,49539.0,类别1
合肥市,长丰县,7,49539.0,类别4
合肥市,肥东县,11,49539.0,类别4
合肥市,肥西县,18,49539.0,类别4
合肥市,庐江县,0,49539.0,类别4
合肥市,合肥高新技术产业开发区,0,49539.0,类别4
合肥市,合肥经济技术开发区,0,49539.0,类别4
合肥市,合肥新站高新技术产业开发区,0,49539.0,类别4
合肥市,巢湖市,0,49539.0,类别4
芜湖市,镜湖区,0,,类别4
芜湖市,鸠江区,0,,类别4
芜湖市,弋江区,0,,类别4
芜湖市,湾沚区,0,,类别4
芜湖市,繁昌区,0,,类别4
芜湖市,南陵县,0,,类别4
芜湖市,芜湖经济技术开发区,0,,类别4
芜湖市,安徽芜湖三山经济开发区,0,,类别4
芜湖市,无为市,0,,类别4
蚌埠市,龙子湖区,0,,类别4
蚌埠市,蚌山区,0,,类别4
蚌埠市,禹会区,0,,类别4
蚌埠市,淮上区,0,,类别4
蚌埠市,怀远县,0,,类别4
蚌埠市,五河县,0,,类别4
蚌埠市,固镇县,0,,类别4
蚌埠市,蚌埠市高新技术开发区,0,,类别4
蚌埠市,蚌埠市经济开发区,0,,类别4
淮南市,大通区,0,,类别4
淮南市,田家庵区,0,,类别4
淮南市,谢家集区,0,,类别4
淮南市,八公山区,0,,类别4
淮南市,潘集区,0,,类别4
淮南市,凤台县,0,,类别4
淮南市,寿县,0,,类别4
马鞍山市,花山区,0,,类别4
马鞍山市,雨山区,0,,类别4
马鞍山市,博望区,0,,类别4
马鞍山市,当涂县,0,,类别4
马鞍山市,含山县,0,,类别4
马鞍山市,和县,0,,类别4
淮北市,杜集区,0,,类别4
淮北市,相山区,0,,类别4
淮北市,烈山区,0,,类别4
淮北市,濉溪县,0,,类别4
铜陵市,铜官区,0,,类别4
铜陵市,义安区,0,,类别4
铜陵市,郊区,0,,类别4
铜陵市,枞阳县,0,,类别4
安庆市,迎江区,0,,类别4
安庆市,大观区,0,,类别4
安庆市,宜秀区,0,,类别4
安庆市,怀宁县,0,,类别4
安庆市,太湖县,0,,类别4
安庆市,宿松县,0,,类别4
安庆市,望江县,0,,类别4
安庆市,岳西县,0,,类别4
安庆市,安徽安庆经济开发区,0,,类别4
安庆市,桐城市,0,,类别4
安庆市,潜山市,0,,类别4
黄山市,屯溪区,0,,类别4
黄山市,黄山区,0,,类别4
黄山市,徽州区,0,,类别4
黄山市,歙县,0,,类别4
黄山市,休宁县,0,,类别4
黄山市,黟县,0,,类别4
黄山市,祁门县,0,,类别4
滁州市,琅琊区,0,,类别4
滁州市,南谯区,0,,类别4
滁州市,来安县,0,,类别4
滁州市,全椒县,0,,类别4
滁州市,定远县,0,,类别4
滁州市,凤阳县,0,,类别4
滁州市,中新苏滁高新技术产业开发区,0,,类别4
滁州市,滁州经济技术开发区,0,,类别4
滁州市,天长市,0,,类别4
滁州市,明光市,0,,类别4
阜阳市,颍州区,0,,类别4
阜阳市,颍东区,0,,类别4
阜阳市,颍泉区,0,,类别4
阜阳市,临泉县,0,,类别4
阜阳市,太和县,0,,类别4
阜阳市,阜南县,0,,类别4
阜阳市,颍上县,0,,类别4
阜阳市,阜阳合肥现代产业园区,0,,类别4
阜阳市,阜阳经济技术开发区,0,,类别4
阜阳市,界首市,0,,类别4
宿州市,埇桥区,0,,类别4
宿州市,砀山县,0,,类别4
宿州市,萧县,0,,类别4
宿州市,灵璧县,0,,类别4
宿州市,泗县,0,,类别4
宿州市,宿州马鞍山现代产业园区,0,,类别4
宿州市,宿州经济技术开发区,0,,类别4
六安市,金安区,0,,类别4
六安市,裕安区,0,,类别4
六安市,叶集区,0,,类别4
六安市,霍邱县,0,,类别4
六安市,舒城县,0,,类别4
六安市,金寨县,0,,类别4
六安市,霍山县,0,,类别4
亳州市,谯城区,0,,类别4
亳州市,涡阳县,0,,类别4
亳州市,蒙城县,0,,类别4
亳州市,利辛县,0,,类别4
池州市,贵池区,0,,类别4
池州市,东至县,0,,类别4
池州市,石台县,0,,类别4
池州市,青阳县,0,,类别4
宣城市,宣州区,0,,类别4
宣城市,郎溪县,0,,类别4
宣城市,泾县,0,,类别4
宣城市,绩溪县,0,,类别4
宣城市,旌德县,0,,类别4
宣城市,宣城市经济开发区,0,,类别4
宣城市,宁国市,0,,类别4
宣城市,广德市,0,,类别4
福州市,鼓楼区,13,58763.0,类别4
福州市,台江区,5,58763.0,类别4
福州市,仓山区,48,58763.0,类别1
福州市,马尾区,0,58763.0,类别4
福州市,晋安区,17,58763.0,类别4
福州市,长乐区,11,58763.0,类别4
福州市,闽侯县,8,58763.0,类别4
福州市,连江县,0,58763.0,类别4
福州市,罗源县,0,58763.0,类别4
福州市,闽清县,0,58763.0,类别4
福州市,永泰县,0,58763.0,类别4
福州市,平潭县,0,58763.0,类别4
福州市,福清市,0,58763.0,类别4
厦门市,思明区,20,58763.0,类别4
厦门市,海沧区,10,58763.0,类别4
厦门市,湖里区,25,58763.0,类别3
厦门市,集美区,11,58763.0,类别4
厦门市,同安区,0,58763.0,类别4
厦门市,翔安区,9,58763.0,类别4
莆田市,城厢区,0,,类别4
莆田市,涵江区,0,,类别4
莆田市,荔城区,0,,类别4
莆田市,秀屿区,0,,类别4
莆田市,仙游县,0,,类别4
三明市,三元区,0,,类别4
三明市,沙县区,0,,类别4
三明市,明溪县,0,,类别4
三明市,清流县,0,,类别4
三明市,宁化县,0,,类别4
三明市,大田县,0,,类别4
三明市,尤溪县,0,,类别4
三明市,将乐县,0,,类别4
三明市,泰宁县,0,,类别4
三明市,建宁县,0,,类别4
三明市,永安市,0,,类别4
泉州市,鲤城区,0,,类别4
泉州市,丰泽区,0,,类别4
泉州市,洛江区,0,,类别4
泉州市,泉港区,0,,类别4
泉州市,惠安县,0,,类别4
泉州市,安溪县,0,,类别4
泉州市,永春县,0,,类别4
泉州市,德化县,0,,类别4
泉州市,金门县,0,,类别4
泉州市,石狮市,0,,类别4
泉州市,晋江市,0,,类别4
泉州市,南安市,0,,类别4
漳州市,芗城区,0,,类别4
漳州市,龙文区,0,,类别4
漳州市,龙海区,0,,类别4
漳州市,长泰区,0,,类别4
漳州市,云霄县,0,,类别4
漳州市,漳浦县,0,,类别4
漳州市,诏安县,0,,类别4
漳州市,东山县,0,,类别4
漳州市,南靖县,0,,类别4
漳州市,平和县,0,,类别4
漳州市,华安县,0,,类别4
南平市,延平区,0,,类别4
南平市,建阳区,0,,类别4
南平市,顺昌县,0,,类别4
南平市,浦城县,0,,类别4
南平市,光泽县,0,,类别4
南平市,松溪县,0,,类别4
南平市,政和县,0,,类别4
南平市,邵武市,0,,类别4
南平市,武夷山市,0,,类别4
南平市,建瓯市,0,,类别4
龙岩市,新罗区,0,,类别4
龙岩市,永定区,0,,类别4
龙岩市,长汀县,0,,类别4
龙岩市,上杭县,0,,类别4
龙岩市,武平县,0,,类别4
龙岩市,连城县,0,,类别4
龙岩市,漳平市,0,,类别4
宁德市,蕉城区,0,,类别4
宁德市,霞浦县,0,,类别4
宁德市,古田县,0,,类别4
宁德市,屏南县,0,,类别4
宁德市,寿宁县,0,,类别4
宁德市,周宁县,0,,类别4
宁德市,柘荣县,0,,类别4
宁德市,福安市,0,,类别4
宁德市,福鼎市,0,,类别4
南昌市,东湖区,13,47514.0,类别4
南昌市,西湖区,19,47514.0,类别3
南昌市,青云谱区,7,47514.0,类别4
南昌市,青山湖区,27,47514.0,类别3
南昌市,新建区,11,47514.0,类别4
南昌市,红谷滩区,33,47514.0,类别3
南昌市,南昌县,12,47514.0,类别4
南昌市,安义县,0,47514.0,类别4
南昌市,进贤县,0,47514.0,类别4
景德镇市,昌江区,0,,类别4
景德镇市,珠山区,0,,类别4
景德镇市,浮梁县,0,,类别4
景德镇市,乐平市,0,,类别4
萍乡市,安源区,0,,类别4
萍乡市,湘东区,0,,类别4
萍乡市,莲花县,0,,类别4
萍乡市,上栗县,0,,类别4
萍乡市,芦溪县,0,,类别4
九江市,濂溪区,0,,类别4
九江市,浔阳区,0,,类别4
九江市,柴桑区,0,,类别4
九江市,武宁县,0,,类别4
九江市,修水县,0,,类别4
九江市,永修县,0,,类别4
九江市,德安县,0,,类别4
九江市,都昌县,0,,类别4
九江市,湖口县,0,,类别4
九江市,彭泽县,0,,类别4
九江市,瑞昌市,0,,类别4
九江市,共青城市,0,,类别4
九江市,庐山市,0,,类别4
新余市,渝水区,0,,类别4
新余市,分宜县,0,,类别4
鹰潭市,月湖区,0,,类别4
鹰潭市,余江区,0,,类别4
鹰潭市,贵溪市,0,,类别4
赣州市,章贡区,0,,类别4
赣州市,南康区,0,,类别4
赣州市,赣县区,0,,类别4
赣州市,信丰县,0,,类别4
赣州市,大余县,0,,类别4
赣州市,上犹县,0,,类别4
赣州市,崇义县,0,,类别4
赣州市,安远县,0,,类别4
赣州市,定南县,0,,类别4
赣州市,全南县,0,,类别4
赣州市,宁都县,0,,类别4
赣州市,于都县,0,,类别4
赣州市,兴国县,0,,类别4
赣州市,会昌县,0,,类别4
赣州市,寻乌县,0,,类别4
赣州市,石城县,0,,类别4
赣州市,瑞金市,0,,类别4
赣州市,龙南市,0,,类别4
吉安市,吉州区,0,,类别4
吉安市,青原区,0,,类别4
吉安市,吉安县,0,,类别4
吉安市,吉水县,0,,类别4
吉安市,峡江县,0,,类别4
吉安市,新干县,0,,类别4
吉安市,永丰县,0,,类别4
吉安市,泰和县,0,,类别4
吉安市,遂川县,0,,类别4
吉安市,万安县,0,,类别4
吉安市,安福县,0,,类别4
吉安市,永新县,0,,类别4
吉安市,井冈山市,0,,类别4
宜春市,袁州区,0,,类别4
宜春市,奉新县,0,,类别4
宜春市,万载县,0,,类别4
宜春市,上高县,0,,类别4
宜春市,宜丰县,0,,类别4
宜春市,靖安县,0,,类别4
宜春市,铜鼓县,0,,类别4
宜春市,丰城市,0,,类别4
宜春市,樟树市,0,,类别4
宜春市,高安市,0,,类别4
抚州市,临川区,0,,类别4
抚州市,东乡区,0,,类别4
抚州市,南城县,0,,类别4
抚州市,黎川县,0,,类别4
抚州市,南丰县,0,,类别4
抚州市,崇仁县,0,,类别4
抚州市,乐安县,0,,类别4
抚州市,宜黄县,0,,类别4
抚州市,金溪县,0,,类别4
抚州市,资溪县,0,,类别4
抚州市,广昌县,0,,类别4
上饶市,信州区,0,,类别4
上饶市,广丰区,0,,类别4
上饶市,广信区,0,,类别4
上饶市,玉山县,0,,类别4
上饶市,铅山县,0,,类别4
上饶市,横峰县,0,,类别4
上饶市,弋阳县,0,,类别4
上饶市,余干县,0,,类别4
上饶市,鄱阳县,0,,类别4
上饶市,万年县,0,,类别4
上饶市,婺源县,0,,类别4
上饶市,德兴市,0,,类别4
济南市,历下区,10,54062.0,类别4
济南市,市中区,1,54062.0,类别4
济南市,槐荫区,10,54062.0,类别4
济南市,天桥区,6,54062.0,类别4
济南市,历城区,15,54062.0,类别4
济南市,长清区,6,54062.0,类别4
济南市,章丘区,0,54062.0,类别4
济南市,济阳区,0,54062.0,类别4
济南市,莱芜区,0,54062.0,类别4
济南市,钢城区,0,54062.0,类别4
济南市,平阴县,0,54062.0,类别4
济南市,商河县,0,54062.0,类别4
济南市,济南高新技术产业开发区,0,54062.0,类别4
青岛市,市南区,23,54062.0,类别4
青岛市,市北区,31,54062.0,类别3
青岛市,黄岛区,56,54062.0,类别1
青岛市,崂山区,32,54062.0,类别3
青岛市,李沧区,20,54062.0,类别4
青岛市,城阳区,15,54062.0,类别4
青岛市,即墨区,9,54062.0,类别4
青岛市,胶州市,3,54062.0,类别4
青岛市,平度市,0,54062.0,类别4
青岛市,莱西市,0,54062.0,类别4
淄博市,淄川区,0,,类别4
淄博市,张店区,0,,类别4
淄博市,博山区,0,,类别4
淄博市,临淄区,0,,类别4
淄博市,周村区,0,,类别4
淄博市,桓台县,0,,类别4
淄博市,高青县,0,,类别4
淄博市,沂源县,0,,类别4
枣庄市,市中区,0,,类别4
枣庄市,薛城区,0,,类别4
枣庄市,峄城区,0,,类别4
枣庄市,台儿庄区,0,,类别4
枣庄市,山亭区,0,,类别4
枣庄市,滕州市,0,,类别4
东营市,东营区,0,,类别4
东营市,河口区,0,,类别4
东营市,垦利区,0,,类别4
东营市,利津县,0,,类别4
东营市,广饶县,0,,类别4
东营市,东营经济技术开发区,0,,类别4
东营市,东营港经济开发区,0,,类别4
烟台市,芝罘区,0,,类别4
烟台市,福山区,0,,类别4
烟台市,牟平区,0,,类别4
烟台市,莱山区,0,,类别4
烟台市,蓬莱区,0,,类别4
烟台市,烟台高新技术产业开发区,0,,类别4
烟台市,烟台经济技术开发区,0,,类别4
烟台市,龙口市,0,,类别4
烟台市,莱阳市,0,,类别4
烟台市,莱州市,0,,类别4
烟台市,招远市,0,,类别4
烟台市,栖霞市,0,,类别4
烟台市,海阳市,0,,类别4
潍坊市,潍城区,0,,类别4
潍坊市,寒亭区,0,,类别4
潍坊市,坊子区,0,,类别4
潍坊市,奎文区,0,,类别4
潍坊市,临朐县,0,,类别4
潍坊市,昌乐县,0,,类别4
潍坊市,潍坊滨海经济技术开发区,0,,类别4
潍坊市,青州市,0,,类别4
潍坊市,诸城市,0,,类别4
潍坊市,寿光市,0,,类别4
潍坊市,安丘市,0,,类别4
潍坊市,高密市,0,,类别4
潍坊市,昌邑市,0,,类别4
济宁市,任城区,0,,类别4
济宁市,兖州区,0,,类别4
济宁市,微山县,0,,类别4
济宁市,鱼台县,0,,类别4
济宁市,金乡县,0,,类别4
济宁市,嘉祥县,0,,类别4
济宁市,汶上县,0,,类别4
济宁市,泗水县,0,,类别4
济宁市,梁山县,0,,类别4
济宁市,济宁高新技术产业开发区,0,,类别4
济宁市,曲阜市,0,,类别4
济宁市,邹城市,0,,类别4
泰安市,泰山区,0,,类别4
泰安市,岱岳区,0,,类别4
泰安市,宁阳县,0,,类别4
泰安市,东平县,0,,类别4
泰安市,新泰市,0,,类别4
泰安市,肥城市,0,,类别4
威海市,环翠区,0,,类别4
威海市,文登区,0,,类别4
威海市,威海火炬高技术产业开发区,0,,类别4
威海市,威海经济技术开发区,0,,类别4
威海市,威海临港经济技术开发区,0,,类别4
威海市,荣成市,0,,类别4
威海市,乳山市,0,,类别4
日照市,东港区,0,,类别4
日照市,岚山区,0,,类别4
日照市,五莲县,0,,类别4
日照市,莒县,0,,类别4
日照市,日照经济技术开发区,0,,类别4
临沂市,兰山区,0,,类别4
临沂市,罗庄区,0,,类别4
临沂市,河东区,0,,类别4
临沂市,沂南县,0,,类别4
临沂市,郯城县,0,,类别4
临沂市,沂水县,0,,类别4
临沂市,兰陵县,0,,类别4
临沂市,费县,0,,类别4
临沂市,平邑县,0,,类别4
临沂市,莒南县,0,,类别4
临沂市,蒙阴县,0,,类别4
临沂市,临沭县,0,,类别4
临沂市,临沂高新技术产业开发区,0,,类别4
德州市,德城区,0,,类别4
德州市,陵城区,0,,类别4
德州市,宁津县,0,,类别4
德州市,庆云县,0,,类别4
德州市,临邑县,0,,类别4
德州市,齐河县,0,,类别4
德州市,平原县,0,,类别4
德州市,夏津县,0,,类别4
德州市,武城县,0,,类别4
德州市,德州天衢新区,0,,类别4
德州市,乐陵市,0,,类别4
德州市,禹城市,0,,类别4
聊城市,东昌府区,0,,类别4
聊城市,茌平区,0,,类别4
聊城市,阳谷县,0,,类别4
聊城市,莘县,0,,类别4
聊城市,东阿县,0,,类别4
聊城市,冠县,0,,类别4
聊城市,高唐县,0,,类别4
聊城市,临清市,0,,类别4
滨州市,滨城区,0,,类别4
滨州市,沾化区,0,,类别4
滨州市,惠民县,0,,类别4
滨州市,阳信县,0,,类别4
滨州市,无棣县,0,,类别4
滨州市,博兴县,0,,类别4
滨州市,邹平市,0,,类别4
菏泽市,牡丹区,0,,类别4
菏泽市,定陶区,0,,类别4
菏泽市,曹县,0,,类别4
菏泽市,单县,0,,类别4
菏泽市,成武县,0,,类别4
菏泽市,巨野县,0,,类别4
菏泽市,郓城县,0,,类别4
菏泽市,鄄城县,0,,类别4
菏泽市,东明县,0,,类别4
菏泽市,菏泽经济技术开发区,0,,类别4
菏泽市,菏泽高新技术开发区,0,,类别4
郑州市,中原区,46,42027.0,类别1
郑州市,二七区,30,42027.0,类别3
郑州市,管城回族区,50,42027.0,类别1
郑州市,金水区,91,42027.0,类别1
郑州市,上街区,0,42027.0,类别4
郑州市,惠济区,14,42027.0,类别4
郑州市,中牟县,12,42027.0,类别4
郑州市,郑州经济技术开发区,0,42027.0,类别4
郑州市,郑州高新技术产业开发区,0,42027.0,类别4
郑州市,郑州航空港经济综合实验区,0,42027.0,类别4
郑州市,巩义市,0,42027.0,类别4
郑州市,荥阳市,5,42027.0,类别4
郑州市,新密市,0,42027.0,类别4
郑州市,新郑市,27,42027.0,类别3
郑州市,登封市,0,42027.0,类别4
开封市,龙亭区,0,,类别4
开封市,顺河回族区,0,,类别4
开封市,鼓楼区,0,,类别4
开封市,禹王台区,0,,类别4
开封市,祥符区,0,,类别4
开封市,杞县,0,,类别4
开封市,通许县,0,,类别4
开封市,尉氏县,0,,类别4
开封市,兰考县,0,,类别4
洛阳市,老城区,4,,类别4
洛阳市,西工区,10,,类别4
洛阳市,瀍河回族区,5,,类别4
洛阳市,涧西区,7,,类别4
洛阳市,偃师区,0,,类别4
洛阳市,孟津区,0,,类别4
洛阳市,洛龙区,8,,类别4
洛阳市,新安县,0,,类别4
洛阳市,栾川县,0,,类别4
洛阳市,嵩县,0,,类别4
洛阳市,汝阳县,0,,类别4
洛阳市,宜阳县,0,,类别4
洛阳市,洛宁县,0,,类别4
洛阳市,伊川县,0,,类别4
洛阳市,洛阳高新技术产业开发区,0,,类别4
平顶山市,新华区,0,,类别4
平顶山市,卫东区,0,,类别4
平顶山市,石龙区,0,,类别4
平顶山市,湛河区,0,,类别4
平顶山市,宝丰县,0,,类别4
平顶山市,叶县,0,,类别4
平顶山市,鲁山县,0,,类别4
平顶山市,郏县,0,,类别4
平顶山市,平顶山高新技术产业开发区,0,,类别4
平顶山市,平顶山市城乡一体化示范区,0,,类别4
平顶山市,舞钢市,0,,类别4
平顶山市,汝州市,0,,类别4
安阳市,文峰区,0,,类别4
安阳市,北关区,0,,类别4
安阳市,殷都区,0,,类别4
安阳市,龙安区,0,,类别4
安阳市,安阳县,0,,类别4
安阳市,汤阴县,0,,类别4
安阳市,滑县,0,,类别4
安阳市,内黄县,0,,类别4
安阳市,安阳高新技术产业开发区,0,,类别4
安阳市,林州市,0,,类别4
鹤壁市,鹤山区,0,,类别4
鹤壁市,山城区,0,,类别4
鹤壁市,淇滨区,0,,类别4
鹤壁市,浚县,0,,类别4
鹤壁市,淇县,0,,类别4
鹤壁市,鹤壁经济技术开发区,0,,类别4
新乡市,红旗区,0,,类别4
新乡市,卫滨区,0,,类别4
新乡市,凤泉区,0,,类别4
新乡市,牧野区,0,,类别4
新乡市,新乡县,0,,类别4
新乡市,获嘉县,0,,类别4
新乡市,原阳县,0,,类别4
